"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"REAC","Metabolism of nucleotides","REAC:R-MMU-15869","0.004544537197250076","2.3425103375056917","94","206","11","8684","GDA,UPB1,CTPS2,GART,XDH,DPYS,ADK,ATIC,SAMHD1,PFAS,CTPS1"
"REAC","Negative regulators of DDX58/IFIH1 signaling","REAC:R-MMU-936440","0.006368767909062508","2.1959445774057555","15","206","5","8684","RPS27A,UBB,TNFAIP3,IKBKE,DDX58"
"REAC","Immune System","REAC:R-MMU-168256","0.008972026802017988","2.0471094377249224","1737","206","66","8684","RNF213,PYGL,MYH9,MAP2K2,RPS27A,ACLY,RANBP9,HSP90AB1,UBB,ARG1,HSPA8,ALDOA,MYO1C,CAT,GPI,H2-K1,IDH1,PGM1,ISG15,TNFAIP3,SEC31A,ATOX1,SERPINB1A,ACTR3,PKM,TAP1,KIF5B,CAP1,HSP90AA1,XDH,COPB1,UBR2,DDX3X,ABCE1,MTOR,ANAPC7,ORM1,PPP2CA,IKBKE,DYNC1H1,PGAM1,ACAA1A,UBA1,ACTB,STAT3,SPTAN1,IKBKG,DDX58,PSMB1,IQGAP2,GSTP1,HSPA1A,PFKL,ARPC5,ATP6V1B2,ACTR2,EEF2,AP2A2,PTPN6,EEF1A1,ANXA2,CAPN1,PAK2,PSMD13,PSMD12,MGST1"
"REAC","Eukaryotic Translation Elongation","REAC:R-MMU-156842","0.018602558331653193","1.7304273249801476","4","206","3","8684","EEF1G,EEF2,EEF1A1"
"REAC","Urea cycle","REAC:R-MMU-70635","0.02077107243542014","1.682541079740237","10","206","4","8684","ASL,CPS1,ARG1,ASS1"
"REAC","DDX58/IFIH1-mediated induction of interferon-alpha/beta","REAC:R-MMU-168928","0.021985906566864197","1.6578556219765368","30","206","6","8684","RPS27A,UBB,TNFAIP3,IKBKE,IKBKG,DDX58"
"REAC","Glutathione conjugation","REAC:R-MMU-156590","0.03225214728962254","1.4914413655251635","32","206","6","8684","ESD,AKR1A1,GSS,GSTK1,GSTP1,MGST1"
"REAC","Formation of a pool of free 40S subunits","REAC:R-MMU-72689","0.037104500353967146","1.4305734122080884","98","206","10","8684","RPS27A,RPS3A,EIF3A,RPLP0,RPL12,RPS6,RPSA,EIF3D,RPS8,RPL4"
"REAC","Tyrosine catabolism","REAC:R-MMU-8963684","0.04569164857591243","1.3401631721148926","5","206","3","8684","TAT,HPD,HGD"
"REAC","HSF1-dependent transactivation","REAC:R-MMU-3371571","0.048769084714783244","1.3118553950553293","22","206","5","8684","HSP90AB1,HSPA8,HSP90AA1,MTOR,HSPA1A"
"WP","Amino Acid metabolism","WP:WP662","2.3570868702952383e-17","16.627624411283637","94","163","28","4470","RARS,VARS,ACLY,CTH,ASL,CPS1,ARG1,CBS,TAT,ASS1,IDH1,EHHADH,EPRS,SDS,BHMT,GOT1,PKM,FARSB,IARS,ALDH7A1,ACAA1A,GSS,PCK1,ADH5,OAT,LDHA,GLUL,MDH1"
"WP","Glycolysis and Gluconeogenesis","WP:WP157","2.868647459461657e-10","9.542322820808732","49","163","16","4470","FBP1,ALDOA,ALDOB,GAPDH,GPI,ENO1,GOT1,PKM,PGK1,PGAM1,PCK1,TPI1,PFKL,LDHA,PFKP,MDH1"
"WP","Fatty Acid Biosynthesis","WP:WP336","0.000028237606664272567","4.549172115571625","22","163","8","4470","ACLY,ACSL5,FASN,ACSL1,ECH1,ECHS1,ACACA,PECR"
"WP","PPAR signaling pathway","WP:WP2316","0.0002812796402261398","3.5508617020951667","81","163","13","4470","GK,SCP2,ME1,ACSL5,ACSL1,ACOX1,EHHADH,ACOX2,CPT1A,ACOX3,ACAA1A,PCK1,ILK"
"WP","Alanine and aspartate metabolism","WP:WP240","0.004816381168728249","2.3172791502957515","14","163","5","4470","ASL,ASS1,GOT1,CRAT,DARS"
"WP","Fatty Acid Beta Oxidation","WP:WP1269","0.009141902681323465","2.038963406235177","34","163","7","4470","GK,ACSL5,ACSL1,CPT1A,CRAT,ECHS1,TPI1"
"WP","Mitochondrial LC-Fatty Acid Beta-Oxidation","WP:WP401","0.009901865590376318","2.00428297315239","16","163","5","4470","SCP2,ACSL1,EHHADH,CPT1A,PECR"
"WP","One Carbon Metabolism","WP:WP435","0.02626448880085219","1.5806310476737258","29","163","6","4470","ALDH1L1,AHCY,MTHFD1,BHMT,GART,ATIC"
"WP","Glutathione and one carbon metabolism","WP:WP730","0.0383206392934566","1.4165672543089265","31","163","6","4470","CTH,AHCY,CBS,IDH1,BHMT,GSS"
"WP","Tryptophan metabolism","WP:WP79","0.047901057853382806","1.3196548954619747","44","163","7","4470","CAT,MAOB,ALDH9A1,ECHS1,ALDH2,AOX1,KYNU"
"TF","Factor: E2F-1; motif: GNGGGCGGGRMN","TF:M10209","4.914750769267358e-8","7.30849850067545","14241","287","237","21859","RNF213,PYGL,RARS,MYH9,STAT1,MAP2K2,RPS27A,VARS,ECI2,KARS,CTH,EPPK1,HEATR5B,PXK,GK,HSPH1,HSPA4,PPP3CC,SCP2,RPL7A,HSP90AB1,ME1,HACL1,FBP1,ASL,ALDH1L1,ACSL5,CPS1,HSPA8,PAPSS2,FASN,CBS,SND1,PRDX1,ALDOA,FGGY,HGS,GLS2,SELENBP1,ACO1,MYO1C,GDA,ESD,ACOX1,CROT,SEC14L2,ALDOB,EPHX2,GAPDH,ASS1,BPGM,KRT8,GPI,H2-K1,IDH1,SPATA13,EHHADH,PGM1,NAMPT,TALDO1,MTHFD1,UPB1,EPRS,VPS13C,MAOB,ACAD11,SORD,ISG15,TNFAIP3,SEC31A,USP19,RPS3A,NACA,HSD17B4,TKT,ECH1,ATOX1,SHPK,SDS,IFIH1,CTPS2,ENO1,EIF3A,BHMT,GOT1,PGM3,ACTR3,GSK3A,PKM,MYO1B,METAP2,DPP9,TAP1,RPLP0,ALDH9A1,FNDC3A,FAM120A,GART,KIF5B,ZCCHC6,CAP1,HSP90AA1,AMACR,EEF1E1,VDAC1,CLUH,XDH,FARSB,ACOX2,COPB1,ASPDH,SETD3,ATXN2L,UBR2,DDX3X,CPT1A,ABCE1,RPL12,CRAT,MTOR,CCT6A,ECHS1,GAPVD1,PGK1,WDR61,PPP2CA,PBLD2,OASL2,DYNC1H1,ACOX3,PGAM1,ALDH7A1,EEF1G,PPA1,GBE1,DARS,ACAA1A,AIMP2,TRIM56,ESYT1,ACTB,GSS,STAT3,SPTAN1,IKBKG,PHYH,CLTA,SZT2,PCK1,CLIC1,COPG1,DPYS,FAM129B,DDX58,RPS6,ADK,NSF,ADH5,PSMB1,ZBP1,GSTK1,BTF3L4,LAP3,SMARCD2,ELMO3,WIPI2,IQGAP2,BABAM1,HSDL2,CCT5,PAFAH1B1,SLC25A5,OAT,GSTP1,TPI1,HSPA1A,RPSA,PFKL,TCP1,LDHA,EIF3D,ILK,CKAP5,ATIC,ARPC5,CRYZL1,COPA,NARS,SNX6,SAMHD1,OSBP,XRN1,ATP6V1B2,RPS8,ACTR2,EEF2,ACTN4,PITPNA,ALDH2,AP2A2,GLUL,WDR1,UGDH,DHX9,AOX1,IDH3A,CCAR2,VDAC3,PFAS,HSPD1,PITPNB,TGM2,EEF1A1,ANXA2,CAPN1,PRDX6,DNPEP,PFKP,UBE4B,PECR,ZNFX1,PAK2,IRGM1,CCT7,HPD,HSPA9,MDH1,SAA3,TRAPPC11,PSMD13,PYCRL,PSMD12,RPL4,PICALM,MGST1,CTPS1,USP5"
"TF","Factor: Sp1; motif: NGGGGGCGGGGYN","TF:M00196","6.913575475500112e-7","6.16029729160127","8793","287","167","21859","RNF213,RARS,MYH9,MAP2K2,RPS27A,ECI2,KARS,HEATR5B,PXK,GK,HSPA4,SCP2,HSP90AB1,ME1,HACL1,ASL,CPS1,HSPA8,PAPSS2,FASN,CBS,SND1,PRDX1,FGGY,ACO1,MYO1C,ESD,ACOX1,CROT,SEC14L2,EPHX2,GAPDH,ASS1,BPGM,KRT8,GPI,H2-K1,EHHADH,PGM1,NAMPT,TALDO1,UPB1,VPS13C,MAOB,ACAD11,SORD,ISG15,TNFAIP3,HSD17B4,TKT,ATOX1,SHPK,SDS,IFIH1,ENO1,GOT1,PGM3,ACTR3,GSK3A,PKM,MYO1B,TAP1,RPLP0,FAM120A,GART,KIF5B,ZCCHC6,HSP90AA1,AMACR,EEF1E1,CLUH,COPB1,SETD3,ATXN2L,UBR2,DDX3X,CPT1A,RPL12,CRAT,MTOR,CCT6A,ECHS1,GAPVD1,PGK1,ANAPC7,WDR61,PBLD2,OASL2,DYNC1H1,ACOX3,PGAM1,ALDH7A1,EEF1G,PPA1,GBE1,DARS,ACAA1A,ESYT1,ACTB,GSS,STAT3,SPTAN1,CLIC1,FAM129B,DDX58,ADK,ADH5,PSMB1,ZBP1,GSTK1,BTF3L4,LAP3,SMARCD2,ELMO3,WIPI2,IQGAP2,BABAM1,HSDL2,OAT,TPI1,HSPA1A,PFKL,TCP1,LDHA,EIF3D,ILK,CKAP5,ATIC,ARPC5,CRYZL1,NARS,SNX6,OSBP,XRN1,ATP6V1B2,ACTR2,ACTN4,PITPNA,AP2A2,GLUL,WDR1,UGDH,DHX9,AOX1,IDH3A,HSPD1,TGM2,ANXA2,CAPN1,PRDX6,DNPEP,PFKP,UBE4B,PECR,ZNFX1,PAK2,CCT7,HPD,HSPA9,TRAPPC11,PSMD13,PYCRL,PSMD12,RPL4,PICALM,MGST1,CTPS1"
"TF","Factor: E2F-3; motif: GGCGGGN","TF:M02089","8.46719244589068e-7","6.072260569289574","11280","287","199","21859","RNF213,RARS,MYH9,MAP2K2,RPS27A,VARS,ECI2,KARS,CTH,EPPK1,HEATR5B,PXK,GK,HSPA4,PPP3CC,SCP2,RPL7A,HSP90AB1,ME1,HACL1,ASL,ALDH1L1,ACSL5,CPS1,HSPA8,PAPSS2,FASN,CBS,SND1,PRDX1,ALDOA,FGGY,GLS2,ACO1,MYO1C,ESD,ACOX1,CROT,SEC14L2,EPHX2,GAPDH,ASS1,BPGM,KRT8,GPI,H2-K1,EHHADH,PGM1,NAMPT,TALDO1,MTHFD1,UPB1,VPS13C,MAOB,ACAD11,SORD,ISG15,TNFAIP3,SEC31A,USP19,RPS3A,HSD17B4,TKT,ATOX1,IFIH1,ENO1,GOT1,PGM3,ACTR3,GSK3A,PKM,MYO1B,METAP2,DPP9,TAP1,RPLP0,ALDH9A1,FNDC3A,FAM120A,GART,KIF5B,ZCCHC6,CAP1,HSP90AA1,AMACR,EEF1E1,VDAC1,CLUH,COPB1,SETD3,ATXN2L,UBR2,DDX3X,CPT1A,ABCE1,RPL12,CRAT,MTOR,ECHS1,GAPVD1,PGK1,WDR61,PPP2CA,PBLD2,DYNC1H1,ACOX3,PGAM1,ALDH7A1,EEF1G,PPA1,GBE1,DARS,ACAA1A,AIMP2,TRIM56,ESYT1,ACTB,GSS,STAT3,SPTAN1,IKBKG,PHYH,CLIC1,FAM129B,DDX58,RPS6,ADK,NSF,ADH5,PSMB1,ZBP1,GSTK1,BTF3L4,LAP3,SMARCD2,ELMO3,WIPI2,IQGAP2,BABAM1,HSDL2,PAFAH1B1,OAT,TPI1,HSPA1A,PFKL,TCP1,LDHA,EIF3D,ILK,CKAP5,ATIC,ARPC5,CRYZL1,COPA,NARS,SNX6,SAMHD1,OSBP,XRN1,ATP6V1B2,RPS8,ACTR2,EEF2,ACTN4,PITPNA,AP2A2,GLUL,WDR1,UGDH,DHX9,AOX1,IDH3A,CCAR2,VDAC3,HSPD1,PITPNB,TGM2,EEF1A1,ANXA2,CAPN1,PRDX6,DNPEP,PFKP,UBE4B,PECR,ZNFX1,PAK2,CCT7,HPD,HSPA9,SAA3,TRAPPC11,PSMD13,PYCRL,PSMD12,RPL4,PICALM,MGST1,CTPS1"
"TF","Factor: Sp1; motif: NNGGGGCGGGGNN","TF:M00932","0.000003174005526231513","5.4983923214344275","8947","287","167","21859","RNF213,RARS,MYH9,MAP2K2,ECI2,KARS,HEATR5B,PXK,GK,HSPA4,SCP2,HSP90AB1,UBB,ME1,HACL1,ASL,CPS1,HSPA8,PAPSS2,FASN,CBS,SND1,PRDX1,FGGY,ACO1,MYO1C,ESD,ACOX1,SEC14L2,EPHX2,GAPDH,ASS1,BPGM,KRT8,GPI,H2-K1,EHHADH,PGM1,NAMPT,TALDO1,UPB1,VPS13C,MAOB,ACAD11,SORD,ISG15,TNFAIP3,USP19,HSD17B4,TKT,ATOX1,IFIH1,ENO1,GOT1,PGM3,ACTR3,GSK3A,PKM,MYO1B,TAP1,RPLP0,FAM120A,GART,KIF5B,ZCCHC6,HSP90AA1,AMACR,EEF1E1,CLUH,COPB1,SETD3,ATXN2L,UBR2,DDX3X,CPT1A,RPL12,CRAT,MTOR,ECHS1,GAPVD1,PGK1,WDR61,PBLD2,OASL2,DYNC1H1,ACOX3,PGAM1,ALDH7A1,EEF1G,PPA1,GBE1,DARS,ACAA1A,ESYT1,ACTB,GSS,STAT3,SPTAN1,CLIC1,FAM129B,DDX58,ADK,ADH5,PSMB1,ZBP1,GSTK1,BTF3L4,LAP3,SMARCD2,ELMO3,WIPI2,IQGAP2,BABAM1,HSDL2,OAT,TPI1,HSPA1A,PFKL,TCP1,LDHA,EIF3D,ILK,CKAP5,ATIC,ARPC5,CRYZL1,COPA,NARS,SNX6,SAMHD1,OSBP,XRN1,ATP6V1B2,ACTR2,ACTN4,PITPNA,AP2A2,GLUL,WDR1,UGDH,DHX9,AOX1,IDH3A,HSPD1,TGM2,EEF1A1,ANXA2,CAPN1,PRDX6,DNPEP,PFKP,UBE4B,KYNU,PECR,ZNFX1,PAK2,CCT7,HPD,HSPA9,TRAPPC11,PSMD13,PYCRL,PSMD12,RPL4,PICALM,MGST1,CTPS1"
"TF","Factor: Sp1; motif: GGGGCGGGGC","TF:M00931","0.000003556172336998653","5.4490172006843975","8663","287","163","21859","RNF213,RARS,MYH9,MAP2K2,ECI2,KARS,HEATR5B,PXK,GK,HSPA4,SCP2,HSP90AB1,ME1,HACL1,ASL,CPS1,HSPA8,PAPSS2,FASN,CBS,SND1,PRDX1,FGGY,ACO1,MYO1C,ESD,ACOX1,SEC14L2,EPHX2,GAPDH,ASS1,BPGM,KRT8,GPI,H2-K1,EHHADH,PGM1,NAMPT,TALDO1,UPB1,VPS13C,MAOB,ACAD11,SORD,ISG15,TNFAIP3,RPS3A,HSD17B4,TKT,ATOX1,IFIH1,ENO1,GOT1,PGM3,ACTR3,GSK3A,PKM,MYO1B,TAP1,RPLP0,FAM120A,GART,KIF5B,ZCCHC6,HSP90AA1,AMACR,EEF1E1,CLUH,COPB1,SETD3,ATXN2L,UBR2,DDX3X,CPT1A,RPL12,CRAT,MTOR,ECHS1,GAPVD1,PGK1,WDR61,PBLD2,DYNC1H1,ACOX3,PGAM1,ALDH7A1,EEF1G,PPA1,GBE1,DARS,ACAA1A,ESYT1,ACTB,GSS,STAT3,SPTAN1,CLIC1,FAM129B,DDX58,ADK,ADH5,PSMB1,ZBP1,GSTK1,BTF3L4,LAP3,SMARCD2,ELMO3,WIPI2,IQGAP2,BABAM1,HSDL2,OAT,TPI1,HSPA1A,PFKL,TCP1,LDHA,EIF3D,ILK,CKAP5,ATIC,ARPC5,CRYZL1,COPA,NARS,SNX6,SAMHD1,OSBP,XRN1,ATP6V1B2,ACTR2,ACTN4,PITPNA,AP2A2,GLUL,WDR1,UGDH,DHX9,AOX1,IDH3A,HSPD1,TGM2,ANXA2,CAPN1,PRDX6,DNPEP,PFKP,UBE4B,PECR,ZNFX1,PAK2,CCT7,HPD,HSPA9,TRAPPC11,PSMD13,PYCRL,PSMD12,RPL4,PICALM,MGST1,CTPS1"
"TF","Factor: SP2; motif: GGGCGGGAC","TF:M01783","0.000005128859920110891","5.2899791622627","8117","287","155","21859","RNF213,RARS,MYH9,STAT1,MAP2K2,VARS,ECI2,KARS,HEATR5B,PXK,GK,HSPH1,SCP2,RPL7A,HSP90AB1,ME1,HACL1,ACSL5,HSPA8,PAPSS2,SND1,PRDX1,ALDOA,FGGY,SELENBP1,ACO1,MYO1C,ESD,ACOX1,CROT,SEC14L2,EPHX2,GAPDH,ASS1,BPGM,GPI,H2-K1,EHHADH,PGM1,NAMPT,TALDO1,UPB1,EPRS,VPS13C,MAOB,ACAD11,SORD,ISG15,TNFAIP3,NACA,TKT,CYP2D10,ATOX1,SDS,IFIH1,ENO1,GOT1,PGM3,ACTR3,PKM,MYO1B,DPP9,TAP1,FNDC3A,FAM120A,GART,KIF5B,HSP90AA1,AMACR,EEF1E1,FARSB,ASPDH,SETD3,ATXN2L,UBR2,DDX3X,CPT1A,RPL12,CRAT,MTOR,GAPVD1,PGK1,WDR61,PBLD2,OASL2,DYNC1H1,ACOX3,ALDH7A1,EEF1G,PPA1,GBE1,DARS,ACAA1A,ESYT1,ACTB,GSS,STAT3,SPTAN1,PHYH,CLTA,CLIC1,DPYS,FAM129B,DDX58,ADK,ADH5,PSMB1,GSTK1,LAP3,SMARCD2,ELMO3,WIPI2,BABAM1,HSDL2,OAT,TPI1,HSPA1A,PFKL,TCP1,LDHA,EIF3D,ILK,CKAP5,ATIC,ARPC5,COPA,SNX6,XRN1,ATP6V1B2,ACTR2,ACTN4,PITPNA,ALDH2,WDR1,DHX9,AOX1,IDH3A,HSPD1,TGM2,ANXA2,PRDX6,DNPEP,PFKP,UBE4B,PECR,ZNFX1,PAK2,IRGM1,CCT7,HPD,TRAPPC11,PSMD13,PYCRL,PSMD12,PICALM"
"TF","Factor: KLF3; motif: NNNNNNGGGCGGGGCNNGN","TF:M10278","0.000005174583544466717","5.286124596908327","7333","287","144","21859","RNF213,RARS,MYH9,MAP2K2,ECI2,KARS,HEATR5B,PXK,GK,HSPA4,SCP2,HSP90AB1,ME1,HACL1,FASN,CBS,SND1,PRDX1,FGGY,ACO1,MYO1C,ESD,ACOX1,SEC14L2,EPHX2,GAPDH,ASS1,BPGM,GPI,H2-K1,EHHADH,PGM1,NAMPT,TALDO1,UPB1,VPS13C,MAOB,ACAD11,SORD,ISG15,TNFAIP3,TKT,ATOX1,IFIH1,CTPS2,ENO1,GOT1,PGM3,ACTR3,PKM,MYO1B,TAP1,FAM120A,HSP90AA1,AMACR,CLUH,SETD3,ATXN2L,UBR2,DDX3X,CPT1A,RPL12,CRAT,ECHS1,GAPVD1,PGK1,WDR61,PBLD2,IKBKE,DYNC1H1,ACOX3,PGAM1,ALDH7A1,EEF1G,PPA1,GBE1,DARS,ACAA1A,ESYT1,ACTB,GSS,STAT3,SPTAN1,CLIC1,FAM129B,DDX58,ADK,ADH5,PSMB1,ZBP1,GSTK1,BTF3L4,LAP3,SMARCD2,ELMO3,WIPI2,BABAM1,HSDL2,OAT,HSPA1A,PFKL,TCP1,LDHA,EIF3D,ILK,CKAP5,ATIC,ARPC5,CRYZL1,NARS,SNX6,SAMHD1,XRN1,ATP6V1B2,ACTR2,ACTN4,PITPNA,AP2A2,GLUL,WDR1,UGDH,DHX9,AOX1,IDH3A,HSPD1,TGM2,EEF1A1,CAPN1,PRDX6,DNPEP,PFKP,UBE4B,PECR,ZNFX1,PAK2,CCT7,HPD,HSPA9,TRAPPC11,PSMD13,PYCRL,PSMD12,PICALM,CTPS1"
"TF","Factor: GKLF; motif: WGGGYGKGGCCN","TF:M09692","0.000009523077358794841","5.021222687752071","8988","287","166","21859","RNF213,RARS,MYH9,MAP2K2,ECI2,KARS,EPPK1,HEATR5B,GK,SCP2,HSP90AB1,UBB,ME1,HACL1,ALDH1L1,FASN,SND1,PRDX1,GBP2,HGS,ACO1,MYO1C,GDA,ESD,ACOX1,SEC14L2,EPHX2,CAT,GAPDH,ASS1,BPGM,KRT8,GPI,H2-K1,EHHADH,NAMPT,TALDO1,UPB1,VPS13C,MAOB,ACAD11,SORD,TNFAIP3,SEC31A,TKT,ATOX1,SHPK,IFIH1,ENO1,GOT1,PGM3,ACTR3,PKM,MYO1B,DPP9,TAP1,ALDH9A1,FAM120A,KIF5B,ZCCHC6,CAP1,HSP90AA1,AMACR,EEF1E1,CLUH,SETD3,ATXN2L,CPT1A,RPL12,CRAT,CCT6A,ECHS1,GAPVD1,PGK1,ANAPC7,WDR61,PPP2CA,AKR1A1,PBLD2,IKBKE,NAIP2,DYNC1H1,ACOX3,ALDH7A1,EEF1G,PPA1,GBE1,DARS,ACAA1A,OAS3,AIMP2,ACACA,ESYT1,UBA1,ACTB,GSS,STAT3,SPTAN1,S100A6,CLIC1,COPG1,FAM129B,DDX58,ADK,ADH5,PSMB1,ZBP1,GSTK1,LAP3,SMARCD2,ELMO3,BABAM1,HSDL2,CCT5,SLC25A5,OAT,TPI1,HSPA1A,RPSA,PFKL,TCP1,LDHA,EIF3D,ILK,CKAP5,ATIC,ARPC5,CRYZL1,SNX6,ATP6V1B2,ACTR2,EEF2,ACTN4,PITPNA,CBR1,AP2A2,GLUL,WDR1,UGDH,DHX9,AOX1,IDH3A,HSPD1,TGM2,EEF1A1,ANXA2,CAPN1,PRDX6,DNPEP,PFKP,UBE4B,KYNU,PECR,ZNFX1,PAK2,IFIT3,CCT7,VBP1,HPD,HSPA9,TRAPPC11,PSMD13,PYCRL,PSMD12,PICALM,CTPS1"
"TF","Factor: GKLF; motif: GCCMCRCCCNNN","TF:M01588","0.000012802470897385891","4.892706202731925","7851","287","150","21859","RNF213,RARS,MYH9,MAP2K2,ECI2,KARS,HEATR5B,GK,SCP2,HSP90AB1,ME1,HACL1,ALDH1L1,FASN,SND1,PRDX1,HGS,ACO1,MYO1C,GDA,ESD,ACOX1,SEC14L2,EPHX2,CAT,GAPDH,ASS1,BPGM,KRT8,GPI,H2-K1,EHHADH,NAMPT,TALDO1,UPB1,VPS13C,MAOB,ACAD11,SORD,SEC31A,TKT,ATOX1,IFIH1,ENO1,GOT1,PGM3,PKM,MYO1B,DPP9,TAP1,ALDH9A1,FAM120A,KIF5B,ZCCHC6,HSP90AA1,AMACR,EEF1E1,CLUH,SETD3,CPT1A,RPL12,CRAT,ECHS1,GAPVD1,PGK1,ANAPC7,WDR61,AKR1A1,PBLD2,IKBKE,DYNC1H1,ACOX3,ALDH7A1,EEF1G,PPA1,GBE1,DARS,ACAA1A,OAS3,AIMP2,ESYT1,UBA1,ACTB,GSS,STAT3,SPTAN1,CLIC1,COPG1,FAM129B,DDX58,ADK,ADH5,PSMB1,ZBP1,GSTK1,LAP3,SMARCD2,ELMO3,BABAM1,HSDL2,SLC25A5,OAT,TPI1,HSPA1A,RPSA,PFKL,TCP1,LDHA,EIF3D,ILK,CKAP5,ATIC,ARPC5,CRYZL1,SNX6,ATP6V1B2,ACTR2,EEF2,ACTN4,PITPNA,CBR1,AP2A2,GLUL,WDR1,UGDH,DHX9,AOX1,IDH3A,HSPD1,TGM2,EEF1A1,ANXA2,CAPN1,PRDX6,DNPEP,PFKP,UBE4B,KYNU,PECR,ZNFX1,PAK2,CCT7,VBP1,HPD,TRAPPC11,PSMD13,PYCRL,PSMD12,PICALM,CTPS1"
"TF","Factor: ZF5; motif: NRNGNGCGCGCWN","TF:M00333","0.00001674676836232311","4.7760689867057895","14481","287","233","21859","RNF213,PYGL,RARS,MYH9,STAT1,MAP2K2,RPS27A,VARS,ECI2,KARS,ACLY,CTH,HEATR5B,PXK,GK,HSPH1,HSPA4,PPP3CC,RPL7A,HSP90AB1,UBB,ME1,HACL1,PIPOX,ASL,ALDH1L1,ACSL5,HSPA8,AHCY,PAPSS2,FASN,CBS,SND1,PRDX1,ALDOA,GBP2,HGS,GMPPA,GLS2,SELENBP1,ACO1,MYO1C,GDA,ESD,ACOX1,CROT,EPHX2,CAT,GAPDH,ASS1,BPGM,KRT8,GPI,H2-K1,IDH1,SPATA13,EHHADH,PGM1,NAMPT,TALDO1,MTHFD1,EPRS,VPS13C,MAOB,SORD,ISG15,TNFAIP3,SEC31A,USP19,RPS3A,NACA,HSD17B4,TKT,ECH1,ATOX1,SHPK,IFIH1,CTPS2,ENO1,EIF3A,GOT1,SERPINB1A,PGM3,ACTR3,GSK3A,PKM,MYO1B,DPP9,TAP1,RPLP0,FNDC3A,FAM120A,GART,KIF5B,ZCCHC6,CAP1,HSP90AA1,AMACR,EEF1E1,VDAC1,CLUH,FARSB,ASPDH,SETD3,ATXN2L,UBR2,DDX3X,CPT1A,ABCE1,RPL12,CRAT,MTOR,CCT6A,ECHS1,GAPVD1,CYP17A1,PGK1,ANAPC7,WDR61,PPP2CA,PBLD2,IARS,OASL2,DYNC1H1,ACOX3,PGAM1,ALDH7A1,EEF1G,PPA1,GBE1,ST13,DARS,ACAA1A,OAS3,AIMP2,TRIM56,IFIT1,ACACA,ESYT1,UBA1,ACTB,GSS,STAT3,SPTAN1,PHYH,SZT2,PCK1,CLIC1,COPG1,DPYS,FAM129B,DDX58,RPS6,ADK,NSF,ADH5,PSMB1,GSTK1,BTF3L4,LAP3,SMARCD2,ELMO3,LARS,WIPI2,IQGAP2,BABAM1,HSDL2,CCT5,PAFAH1B1,SLC25A5,OAT,GSTP1,TPI1,HSPA1A,RPSA,PFKL,TCP1,LDHA,EIF3D,ILK,CKAP5,ATIC,ARPC5,CRYZL1,COPA,NARS,SNX6,SAMHD1,OSBP,XRN1,ATP6V1B2,RPS8,ACTR2,EEF2,ACTN4,PITPNA,CBR1,ALDH2,AP2A2,GLUL,WDR1,UGDH,DHX9,IDH3A,CCAR2,VDAC3,PFAS,HSPD1,PITPNB,PTPN6,TGM2,EEF1A1,ANXA2,CAPN1,PRDX6,DNPEP,PFKP,UBE4B,PECR,ZNFX1,PAK2,IRGM1,CCT7,HPD,HSPA9,MDH1,PSMD13,PSMD12,RPL4,PICALM,MGST1,CTPS1,USP5"
